district_id,party_id,votes,vote_share,seats_pr,seats_smd,threshold_status
tbilisi_w,gd,67600,0.52,0,0,notrun
tbilisi_w,unm,35100,0.27,0,0,notrun
tbilisi_w,other,27300,0.21,0,0,notrun
tbilisi_e,gd,70620,0.535,0,0,notrun
tbilisi_e,unm,35640,0.27,0,0,notrun
tbilisi_e,other,27720,0.21,0,0,notrun
imereti_w,gd,31200,0.52,0,0,notrun
imereti_w,unm,16200,0.27,0,0,notrun
imereti_w,other,12600,0.21,0,0,notrun
imereti_e,gd,32635,0.535,0,0,notrun
imereti_e,unm,16470,0.27,0,0,notrun
imereti_e,other,12810,0.21,0,0,notrun
kakheti_w,gd,21840,0.52,0,0,notrun
kakheti_w,unm,11340,0.27,0,0,notrun
kakheti_w,other,8820,0.21,0,0,notrun
kakheti_e,gd,22470,0.535,0,0,notrun
kakheti_e,unm,11340,0.27,0,0,notrun
kakheti_e,other,8820,0.21,0,0,notrun
samtskhe_w,gd,10400,0.52,0,0,notrun
samtskhe_w,unm,5400,0.27,0,0,notrun
samtskhe_w,other,4200,0.21,0,0,notrun
samtskhe_e,gd,10700,0.535,0,0,notrun
samtskhe_e,unm,5400,0.27,0,0,notrun
samtskhe_e,other,4200,0.21,0,0,notrun
kvemo_kartli_w,gd,28600,0.52,0,0,notrun
kvemo_kartli_w,unm,14850,0.27,0,0,notrun
kvemo_kartli_w,other,11550,0.21,0,0,notrun
kvemo_kartli_e,gd,29425,0.535,0,0,notrun
kvemo_kartli_e,unm,14850,0.27,0,0,notrun
kvemo_kartli_e,other,11550,0.21,0,0,notrun
shida_kartli_w,gd,18200,0.52,0,0,notrun
shida_kartli_w,unm,9450,0.27,0,0,notrun
shida_kartli_w,other,7350,0.21,0,0,notrun
shida_kartli_e,gd,18725,0.535,0,0,notrun
shida_kartli_e,unm,9450,0.27,0,0,notrun
shida_kartli_e,other,7350,0.21,0,0,notrun
mtskheta_w,gd,7280,0.52,0,0,notrun
mtskheta_w,unm,3780,0.27,0,0,notrun
mtskheta_w,other,2940,0.21,0,0,notrun
mtskheta_e,gd,7490,0.535,0,0,notrun
mtskheta_e,unm,3780,0.27,0,0,notrun
mtskheta_e,other,2940,0.21,0,0,notrun
racha_w,gd,3380,0.52,0,0,notrun
racha_w,unm,1755,0.27,0,0,notrun
racha_w,other,1365,0.21,0,0,notrun
racha_e,gd,3477,0.535,0,0,notrun
racha_e,unm,1755,0.27,0,0,notrun
racha_e,other,1365,0.21,0,0,notrun
samegrelo_w,gd,22880,0.52,0,0,notrun
samegrelo_w,unm,11880,0.27,0,0,notrun
samegrelo_w,other,9240,0.21,0,0,notrun
samegrelo_e,gd,23540,0.535,0,0,notrun
samegrelo_e,unm,11880,0.27,0,0,notrun
samegrelo_e,other,9240,0.21,0,0,notrun
guria_w,gd,8840,0.52,0,0,notrun
guria_w,unm,4590,0.27,0,0,notrun
guria_w,other,3570,0.21,0,0,notrun
guria_e,gd,9095,0.535,0,0,notrun
guria_e,unm,4590,0.27,0,0,notrun
guria_e,other,3570,0.21,0,0,notrun
adjara_w,gd,20800,0.52,0,0,notrun
adjara_w,unm,10800,0.27,0,0,notrun
adjara_w,other,8400,0.21,0,0,notrun
adjara_e,gd,21400,0.535,0,0,notrun
adjara_e,unm,10800,0.27,0,0,notrun
adjara_e,other,8400,0.21,0,0,notrun
