district_id,party_id,candidate_name,votes,vote_share,seats_pr,seats_smd,threshold_status
tbilisi,gd,კახა კალაძე,243400,0.507,0,11,notrun
tbilisi,unm,ლევან ბეჟაშვილი,140200,0.292,0,0,notrun
tbilisi,european_georgia,ქეთი ნაჭყებია,47100,0.098,0,0,notrun
tbilisi,other,ზვიად ლომიძე,49300,0.103,0,0,notrun
imereti,gd,ბესო ქარქაშაძე,115200,0.548,0,11,notrun
imereti,unm,ნინო კვარაცხელია,50700,0.241,0,0,notrun
imereti,european_georgia,ვახო ჩოხელი,18700,0.089,0,0,notrun
imereti,other,ლაშა ოდიშარია,25900,0.123,0,0,notrun
kakheti,gd,ომარ ბოლქვაძე,100300,0.572,0,11,notrun
kakheti,unm,ეკა ლომიძე,39100,0.223,0,0,notrun
kakheti,european_georgia,ნოდარ ჩხარტიშვილი,14700,0.084,0,0,notrun
kakheti,other,ირინა ბეიძე,21200,0.121,0,0,notrun
samtskhe,gd,ნანა სვანიძე,48100,0.535,0,11,notrun
samtskhe,unm,გელა ოქრუაშვილი,27400,0.238,0,0,notrun
samtskhe,european_georgia,ირაკლი ვარდოშვილი,8300,0.092,0,0,notrun
samtskhe,other,სოფო კვარაცხელია,12100,0.135,0,0,notrun
kvemo_kartli,gd,ლევან ბახია,92200,0.498,0,11,notrun
kvemo_kartli,unm,ნინო ჯავახიშვილი,52600,0.284,0,0,notrun
kvemo_kartli,european_georgia,ომარ ბარამიძე,16800,0.091,0,0,notrun
kvemo_kartli,other,მარინე სვანიძე,23400,0.126,0,0,notrun
shida_kartli,gd,ირაკლი ჭელიძე,65200,0.553,0,11,notrun
shida_kartli,unm,ლელა გაბელია,28500,0.242,0,0,notrun
shida_kartli,european_georgia,ბექა ჩიკოვანი,10200,0.087,0,0,notrun
shida_kartli,other,ზვიად ქობალია,13900,0.118,0,0,notrun
mtskheta,gd,ანი ჯინჭარაძე,37700,0.581,0,11,notrun
mtskheta,unm,ნიკა ოჩიაური,14700,0.226,0,0,notrun
mtskheta,european_georgia,ბესო ლობჟანიძე,5300,0.082,0,0,notrun
mtskheta,other,ლაშა ხელიძე,7200,0.111,0,0,notrun
racha,gd,ირმა ბარათელი,11100,0.614,0,11,notrun
racha,unm,სოსო ვარდოშვილი,3600,0.199,0,0,notrun
racha,european_georgia,გია ბახტაძე,1360,0.075,0,0,notrun
racha,other,ნინო ქარქაშაძე,2010,0.111,0,0,notrun
samegrelo,gd,სანდრო ლომიძე,110600,0.539,0,11,notrun
samegrelo,unm,ვახო ბარამიძე,51900,0.253,0,0,notrun
samegrelo,european_georgia,ქეთი ოდიშარია,18500,0.090,0,0,notrun
samegrelo,other,ლაშა ელიავა,24200,0.118,0,0,notrun
guria,gd,ომარ ჩოხელი,45600,0.557,0,11,notrun
guria,unm,ირინა ჩხარტიშვილი,19800,0.242,0,0,notrun
guria,european_georgia,ნოდარ ბოლქვაძე,7200,0.088,0,0,notrun
guria,other,ანი შონია,9300,0.114,0,0,notrun
adjara,gd,ლუკა ბახტაძე,91400,0.502,0,11,notrun
adjara,unm,ქეთი ბარამიძე,52100,0.286,0,0,notrun
adjara,european_georgia,ვასო კვარაცხელია,17300,0.095,0,0,notrun
adjara,other,ნინო ბოლქვაძე,21600,0.119,0,0,notrun
