"district_id","party_id","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"national","burjanadze_democratic","",1,39779,0.026684,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","communist_stalinist","",1,1155,0.000775,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","european_georgia","",1,154162,0.103412,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","free_democrats","",1,19157,0.012851,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","freedom_gamsakhurdia","",1,1477,0.000991,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","gd","",1,840293,0.563671,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","georgia_2016","",1,1666,0.001118,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","initiative_group","",1,46156,0.030962,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","labour","",1,16803,0.011272,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","left_alliance","",1,304,0.000204,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","mamuli_ena","",1,467,0.000313,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","mechiauri","",1,1933,0.001297,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","patriots","",1,95094,0.063789,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","peoples_power_2016","",1,2242,0.001504,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","progressive_democratic_2016","",1,2813,0.001887,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","republicans_2016","",1,1335,0.000896,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","unm","",1,250994,0.168368,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","vashadze_2017","",1,14332,0.009614,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","workers_socialist","",1,126,8.5e-05,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"national","zviads_way","",1,462,0.00031,3463976,1577399,568422,1261208,3440123,23853,0.455372,0.164095,0.364093,74300,0.047103
"110100","european_georgia","ვალერი შიოშვილი",1,6,0.012903,847,478,140,354,846,1,0.564345,0.165289,0.417946,12,0.025105
"110100","gd","დავითი არაბული",1,236,0.507527,847,478,140,354,846,1,0.564345,0.165289,0.417946,12,0.025105
"110100","initiative_group","",1,86,0.184946,847,478,140,354,846,1,0.564345,0.165289,0.417946,12,0.025105
"110100","patriots","",1,122,0.262366,847,478,140,354,846,1,0.564345,0.165289,0.417946,12,0.025105
"110100","unm","იდრის მამედოვი",1,15,0.032258,847,478,140,354,846,1,0.564345,0.165289,0.417946,12,0.025105
"110200","european_georgia","დავით აფციაური",1,10,0.064516,287,168,62,145,286,1,0.585366,0.216028,0.505226,12,0.071429
"110200","gd","ხათუნა ბერიძე",1,85,0.548387,287,168,62,145,286,1,0.585366,0.216028,0.505226,12,0.071429
"110200","patriots","",1,11,0.070968,287,168,62,145,286,1,0.585366,0.216028,0.505226,12,0.071429
"110200","unm","ივანე დიდებაშვილი",1,49,0.316129,287,168,62,145,286,1,0.585366,0.216028,0.505226,12,0.071429
"110300","european_georgia","გიორგი დიღმელაშვილი",1,20,0.067797,420,301,129,267,420,0,0.716667,0.307143,0.635714,6,0.019934
"110300","gd","თამუნა ნაკანი",1,50,0.169492,420,301,129,267,420,0,0.716667,0.307143,0.635714,6,0.019934
"110300","initiative_group","",1,164,0.555932,420,301,129,267,420,0,0.716667,0.307143,0.635714,6,0.019934
"110300","patriots","",1,10,0.033898,420,301,129,267,420,0,0.716667,0.307143,0.635714,6,0.019934
"110300","unm","ირაკლი ჯინჭარაძე",1,51,0.172881,420,301,129,267,420,0,0.716667,0.307143,0.635714,6,0.019934
"110400","burjanadze_democratic","მარინე ხატიაშვილი",1,21,0.041016,1275,544,174,441,1273,2,0.426667,0.136471,0.345882,31,0.056985
