district_id,party_id,candidate_name,votes,vote_share,seats_pr,seats_smd,threshold_status
tbilisi_w,gd,,38400,0.4,0,0,notrun
tbilisi_w,unm,,29760,0.31,0,0,notrun
tbilisi_w,european_georgia,,8640,0.09,0,0,notrun
tbilisi_w,girchi,,6720,0.07,0,0,notrun
tbilisi_w,labour,,5760,0.06,0,0,notrun
tbilisi_w,other,,6720,0.07,0,0,notrun
tbilisi_e,gd,,43120,0.44,0,0,notrun
tbilisi_e,unm,,30380,0.31,0,0,notrun
tbilisi_e,european_georgia,,8820,0.09,0,0,notrun
tbilisi_e,girchi,,6860,0.07,0,0,notrun
tbilisi_e,labour,,5880,0.06,0,0,notrun
tbilisi_e,other,,2940,0.03,0,0,notrun
imereti_w,gd,,23199,0.4,0,0,notrun
imereti_w,unm,,17980,0.31,0,0,notrun
imereti_w,european_georgia,,5220,0.09,0,0,notrun
imereti_w,girchi,,4060,0.07,0,0,notrun
imereti_w,labour,,3480,0.06,0,0,notrun
imereti_w,other,,4060,0.07,0,0,notrun
imereti_e,gd,,25960,0.44,0,0,notrun
imereti_e,unm,,18290,0.31,0,0,notrun
imereti_e,european_georgia,,5310,0.09,0,0,notrun
imereti_e,girchi,,4130,0.07,0,0,notrun
imereti_e,labour,,3540,0.06,0,0,notrun
imereti_e,other,,1770,0.03,0,0,notrun
kakheti_w,gd,,15999,0.4,0,0,notrun
kakheti_w,unm,,12400,0.31,0,0,notrun
kakheti_w,european_georgia,,3600,0.09,0,0,notrun
kakheti_w,girchi,,2800,0.07,0,0,notrun
kakheti_w,labour,,2400,0.06,0,0,notrun
kakheti_w,other,,2800,0.07,0,0,notrun
kakheti_e,gd,,18040,0.44,0,0,notrun
kakheti_e,unm,,12710,0.31,0,0,notrun
kakheti_e,european_georgia,,3690,0.09,0,0,notrun
kakheti_e,girchi,,2870,0.07,0,0,notrun
kakheti_e,labour,,2460,0.06,0,0,notrun
kakheti_e,other,,1230,0.03,0,0,notrun
samtskhe_w,gd,,8800,0.4,0,0,notrun
samtskhe_w,unm,,6820,0.31,0,0,notrun
samtskhe_w,european_georgia,,1980,0.09,0,0,notrun
samtskhe_w,girchi,,1540,0.07,0,0,notrun
samtskhe_w,labour,,1320,0.06,0,0,notrun
samtskhe_w,other,,1540,0.07,0,0,notrun
samtskhe_e,gd,,9680,0.44,0,0,notrun
samtskhe_e,unm,,6820,0.31,0,0,notrun
samtskhe_e,european_georgia,,1980,0.09,0,0,notrun
samtskhe_e,girchi,,1540,0.07,0,0,notrun
samtskhe_e,labour,,1320,0.06,0,0,notrun
samtskhe_e,other,,660,0.03,0,0,notrun
kvemo_kartli_w,gd,,20800,0.4,0,0,notrun
kvemo_kartli_w,unm,,16120,0.31,0,0,notrun
kvemo_kartli_w,european_georgia,,4680,0.09,0,0,notrun
kvemo_kartli_w,girchi,,3640,0.07,0,0,notrun
kvemo_kartli_w,labour,,3120,0.06,0,0,notrun
kvemo_kartli_w,other,,3640,0.07,0,0,notrun
kvemo_kartli_e,gd,,23320,0.44,0,0,notrun
kvemo_kartli_e,unm,,16430,0.31,0,0,notrun
kvemo_kartli_e,european_georgia,,4770,0.09,0,0,notrun
kvemo_kartli_e,girchi,,3710,0.07,0,0,notrun
kvemo_kartli_e,labour,,3180,0.06,0,0,notrun
kvemo_kartli_e,other,,1590,0.03,0,0,notrun
shida_kartli_w,gd,,13999,0.4,0,0,notrun
shida_kartli_w,unm,,10850,0.31,0,0,notrun
shida_kartli_w,european_georgia,,3150,0.09,0,0,notrun
shida_kartli_w,girchi,,2450,0.07,0,0,notrun
shida_kartli_w,labour,,2100,0.06,0,0,notrun
shida_kartli_w,other,,2450,0.07,0,0,notrun
shida_kartli_e,gd,,15400,0.44,0,0,notrun
shida_kartli_e,unm,,10850,0.31,0,0,notrun
shida_kartli_e,european_georgia,,3150,0.09,0,0,notrun
shida_kartli_e,girchi,,2450,0.07,0,0,notrun
shida_kartli_e,labour,,2100,0.06,0,0,notrun
shida_kartli_e,other,,1050,0.03,0,0,notrun
mtskheta_w,gd,,5599,0.4,0,0,notrun
mtskheta_w,unm,,4340,0.31,0,0,notrun
mtskheta_w,european_georgia,,1260,0.09,0,0,notrun
mtskheta_w,girchi,,980,0.07,0,0,notrun
mtskheta_w,labour,,840,0.06,0,0,notrun
mtskheta_w,other,,980,0.07,0,0,notrun
mtskheta_e,gd,,6160,0.44,0,0,notrun
mtskheta_e,unm,,4340,0.31,0,0,notrun
mtskheta_e,european_georgia,,1260,0.09,0,0,notrun
mtskheta_e,girchi,,980,0.07,0,0,notrun
mtskheta_e,labour,,840,0.06,0,0,notrun
mtskheta_e,other,,420,0.03,0,0,notrun
racha_w,gd,,2799,0.4,0,0,notrun
racha_w,unm,,2170,0.31,0,0,notrun
racha_w,european_georgia,,630,0.09,0,0,notrun
racha_w,girchi,,490,0.07,0,0,notrun
racha_w,labour,,420,0.06,0,0,notrun
racha_w,other,,490,0.07,0,0,notrun
racha_e,gd,,3080,0.44,0,0,notrun
racha_e,unm,,2170,0.31,0,0,notrun
racha_e,european_georgia,,630,0.09,0,0,notrun
racha_e,girchi,,490,0.07,0,0,notrun
racha_e,labour,,420,0.06,0,0,notrun
racha_e,other,,210,0.03,0,0,notrun
samegrelo_w,gd,,18000,0.4,0,0,notrun
samegrelo_w,unm,,13950,0.31,0,0,notrun
samegrelo_w,european_georgia,,4050,0.09,0,0,notrun
samegrelo_w,girchi,,3150,0.07,0,0,notrun
samegrelo_w,labour,,2700,0.06,0,0,notrun
samegrelo_w,other,,3150,0.07,0,0,notrun
samegrelo_e,gd,,19800,0.44,0,0,notrun
samegrelo_e,unm,,13950,0.31,0,0,notrun
samegrelo_e,european_georgia,,4050,0.09,0,0,notrun
samegrelo_e,girchi,,3150,0.07,0,0,notrun
samegrelo_e,labour,,2700,0.06,0,0,notrun
samegrelo_e,other,,1350,0.03,0,0,notrun
guria_w,gd,,7199,0.4,0,0,notrun
guria_w,unm,,5580,0.31,0,0,notrun
guria_w,european_georgia,,1620,0.09,0,0,notrun
guria_w,girchi,,1260,0.07,0,0,notrun
guria_w,labour,,1080,0.06,0,0,notrun
guria_w,other,,1260,0.07,0,0,notrun
guria_e,gd,,7920,0.44,0,0,notrun
guria_e,unm,,5580,0.31,0,0,notrun
guria_e,european_georgia,,1620,0.09,0,0,notrun
guria_e,girchi,,1260,0.07,0,0,notrun
guria_e,labour,,1080,0.06,0,0,notrun
guria_e,other,,540,0.03,0,0,notrun
adjara_w,gd,,15199,0.4,0,0,notrun
adjara_w,unm,,11780,0.31,0,0,notrun
adjara_w,european_georgia,,3420,0.09,0,0,notrun
adjara_w,girchi,,2660,0.07,0,0,notrun
adjara_w,labour,,2280,0.06,0,0,notrun
adjara_w,other,,2660,0.07,0,0,notrun
adjara_e,gd,,16720,0.44,0,0,notrun
adjara_e,unm,,11780,0.31,0,0,notrun
adjara_e,european_georgia,,3420,0.09,0,0,notrun
adjara_e,girchi,,2660,0.07,0,0,notrun
adjara_e,labour,,2280,0.06,0,0,notrun
adjara_e,other,,1140,0.03,0,0,notrun
